class	level	name	xp	gil	type	major_location	minor_location	location	amount	item_name	triple	notes
Alchemist	20	Hush Little Wailer	13250	173	Field	Ul'dah	South Shroud	Quarrymill	3	Weak Silencing Potion		
Alchemist	25	Sophomore Slump	8505	426	Town	Ul'dah			3	Goatskin Grimoire	1Q	
Alchemist	25	Automata for the People	19770	245	Town	Ul'dah			3	Crab Oil		
Alchemist	25	Glazed and Confused	33100	172	Courier	Ul'dah	South Shroud	Quarrymill	1	Clear Glass Lens		
Alchemist	25	The Wailers' First Law of Potion	11115	317	Field	Ul'dah	South Shroud	Quarrymill	5	Hi-Potion	1	
Alchemist	25	Conspicuous Conjuration	20946	342	Field	Ul'dah	South Shroud	Quarrymill	1	Whispering Ash Wand		
Alchemist	25	You Put Your Left Hand In	23144	650	Field	Ul'dah	South Shroud	Quarrymill	1	Engraved Goatskin Grimoire		
Alchemist	30	Stuck in the Moment	17670	425	Town	Ul'dah			5	Horn Glue	1	
Alchemist	30	Riches' Brew	30282	272	Town	Ul'dah			3	Hi-Potion of Mind		
Alchemist	30	Just Give Him a Serum	47824	338	Courier	Ul'dah	Eastern La Noscea	Costa del Sol	3	Hi-Potion of Strength		
Alchemist	30	Growing Is Knowing	17670	165	Field	Ul'dah	Eastern La Noscea	Costa del Sol	3	Growth Formula Gamma	1	
Alchemist	30	The Write Stuff	31882	393	Field	Ul'dah	Eastern La Noscea	Costa del Sol	3	Enchanted Mythril Ink		
Alchemist	30	Eye of the Beholder	30282	206	Field	Ul'dah	Eastern La Noscea	Costa del Sol	3	Hi-Potion of Dexterity		
Alchemist	35	Always Have an Exit Plan	23940	285	Town	Ul'dah			5	Poisoning Potion	1	
Alchemist	35	The House Always Wins	41034	167	Town	Ul'dah			3	Blinding Potion		
Alchemist	35	Alive and Unwell	64792	397	Courier	Ul'dah	Coerthas	Observatorium	1	Budding Oak Wand		
Alchemist	35	Going Nowhere Fast	23940	321	Field	Ul'dah	Coerthas	Observatorium	5	Paralyzing Potion	1	
Alchemist	35	Open Your Grimoire to Page 42	42194	810	Field	Ul'dah	Coerthas	Observatorium	1	Embossed Book of Silver		
Alchemist	35	The Sting of Conscience	41034	246	Field	Ul'dah	Coerthas	Observatorium	3	Sleeping Potion		
Alchemist	40	Your Courtesy Wake-up Call	32049	362	Town	Ul'dah			5	Smelling Salts	1	
Alchemist	40	A Bile Business	54214	412	Town	Ul'dah			3	Shark Oil		
Alchemist	40	A Patch-up Place	83662	404	Courier	Ul'dah	Coerthas	Whitebrim	3	Mega-Potion		
Alchemist	40	A Real Smooth Move	32049	469	Field	Ul'dah	Coerthas	Whitebrim	5	Lanolin	1	
Alchemist	40	No Accounting for Waste	55774	526	Field	Ul'dah	Coerthas	Whitebrim	3	Enchanted Electrum Ink		
Alchemist	40	Arcane Arts for Dummies	54994	405	Field	Ul'dah	Coerthas	Whitebrim	1	Book of Mythril		
Alchemist	45	A Matter of Vital Importance	40288	333	Town	Ul'dah			3	Mega-Potion of Vitality	1	
Alchemist	45	Quit Your Jib-jab	67146	400	Town	Ul'dah			3	Gold Needle		
Alchemist	45	Sleepless in Silvertear	106560	423	Courier	Ul'dah	Mor Dhona	Saint Coinach's Find	3	Potent Sleeping Potion		
Alchemist	45	Not Taking No for an Answer	39087	374	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	5	Mega-Potion of Strength	1	
Alchemist	45	Shut Up Already	71040	427	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	3	Potent Silencing Potion		
Alchemist	45	Make Up Your Mind or Else	69104	375	Field	Ul'dah	Mor Dhona	Saint Coinach's Find	3	Potent Poisoning Potion		
Miner	1	Rubble Bubble 	75	10	Gathering	Ul'dah		Hammerlea				
Miner	1	Who Needs the Paper Work 	75	9	Gathering	Ul'dah		Hammerlea				
Miner	5	Vanishing Point 	580	46	Gathering	Ul'dah		Hammerlea				
Miner	5	Do They Ore Don't They 	580	49	Gathering	Ul'dah		Hammerlea				
Miner	10	Break It Up 	2160	99	Gathering	Ul'dah		Horizon				
Miner	10	That's Why They Call It Fool's Gold 	2160	96	Gathering	Ul'dah		Horizon				
Miner	10	It Peiste To Listen			Gathering	Ul'dah		Horizon				
Miner	10	We Do This The Hard Way			Gathering	Ul'dah		Horizon				
Miner	15	A Man's Gotta Dream 	3925	144	Gathering	Ul'dah		Camp Drybone				Evaluation - 8
Miner	15	Earth Sprites Are Easy 	3925	155	Gathering	Ul'dah		Camp Drybone				Quota - 35
Miner	15	The Doom That Came to Belah'dia 	4396	156	Gathering	Ul'dah		Camp Drybone				Evaluation - 4, NOTE: Nodes are covered with aggressive imps
Miner	15	Eiderdown for Eidolons 	3925	153	Gathering	Ul'dah		Camp Drybone				Quota - 35
Miner	20	Look How They Shine For You 	5610	208	Gathering	Ul'dah		Quarrymill				Evaluation - 8, +Cordial
Miner	20	Elemental Housekeeping 	5610	208	Gathering	Ul'dah		Quarrymill				Quota - 40, NOTE: Nodes are loosely covered with aggressive imps, +Cordial
Miner	20	Location, Location, Location 	4950	210	Gathering	Ul'dah		Quarrymill				Quota - 40, +Cordial
Miner	20	Rock My Wall 	4950	194	Gathering	Ul'dah		Quarrymill				Limited Quota - 32 required, 8 nodes, +Cordial
Miner	25	Fool Me Twice 	7360	253	Gathering	Ul'dah		Quarrymill				Evaluation - 8, +Cordial
Miner	25	Can't Start a Fire 	8464	273	Gathering	Ul'dah		Quarrymill				Quota - 40, +Cordial
Miner	25	Tag, You're It 	7360	243	Gathering	Ul'dah		Quarrymill				Limited Quota - 32 required, 8 nodes, +Cordial
Miner	25	Baby, Light My Way 	7360	228	Gathering	Ul'dah		Quarrymill				Limited Quota - 32 required, 8 nodes
Miner	30	I Kidd You Not 	11430	327	Gathering	Ul'dah						Evaluation 8
Miner	30	That's What the Money Is For 	11430	318	Gathering	Ul'dah						?
Miner	30	The Midden Fair			Gathering	Ul'dah						Limited Quota?
Miner	30	Shell Game			Gathering	Ul'dah						Limited Quota?
Miner	35	Rocks for Brains	13850	357	Gathering	Ul'dah	Observatorium	Coethas				Evaluation [8], Bonus Node x2 - Gathering >= 187 || High-level item Gathering Rate +10%
Miner	35	There Are No Good Answers	13850	347	Gathering	Ul'dah	Observatorium	Coethas				Quota, Bonus Node - Gathering >= 187 || Gathering Rate +10%
Miner	35	Eye for an Eye 	13850	357	Gathering	Ul'dah	Observatorium	Coethas				Limited Quota
Miner	35	Mythril Madness	15789	343	Gathering	Ul'dah	Observatorium	Coethas				Evaluation [4],  + Cordial
Miner	40	Breach and Build 	19680	368	Gathering	Ul'dah	Whitebrim	Coethas				Limited Quota
Miner	40	Not Losing Our Heads This Time 	22632	372	Gathering	Ul'dah	Whitebrim	Coethas				Evaluation [4],  + Cordial
Miner	40	Brother in Arms 	19680	372	Gathering	Ul'dah	Whitebrim	Coethas				Quota [40],  + Cordial
Miner	40	Nature is a Monster 	19680	368	Gathering	Ul'dah	Whitebrim	Coethas				Evaluation [8], Bonus Node - Gathering >= 204 || High-item level Gathering Rate +10%
Miner	45	Hybrid Hypotheses	27520	455	Gathering	Ul'dah	Mor Dhona	Saint Coinach's Find				Evaluation 4
Miner	45	Crystal Mess	24080	487	Gathering	Ul'dah	Mor Dhona	Saint Coinach's Find				Quota
Miner	45	Sucker Seer	27520	459	Gathering	Ul'dah	Mor Dhona	Saint Coinach's Find				Limited Quota
Miner	45	Metal Has No Master	24080	410	Gathering	Ul'dah	Mor Dhona	Saint Coinach's Find				Evaluation 8
